Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,total_score
1,8,4,12,1,1,1,13,27,6,9,1,0,0,1,0,0,18,0,0,7,7,6,13.983333333333334,0,0,7,7,6,13.983333333333334,0,7.6,2.6,0.32,Graduate,181.48666666666668
1,1,1,10,1,1,1,22,27,10,10,0,0,0,1,0,0,18,0,0,6,6,6,13.0,0,0,6,6,6,12.833333333333334,0,10.8,1.4,1.74,Graduate,179.77333333333337
1,1,1,10,1,1,1,13,27,5,8,1,0,0,1,0,1,18,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.0,0,10.8,1.4,1.74,Graduate,166.6066666666667
1,12,1,4,1,1,1,23,28,5,8,1,0,0,0,0,0,27,0,0,6,8,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout,155.24
1,1,1,9,1,1,1,23,27,10,6,0,0,0,1,0,0,18,0,0,5,5,5,14.4,0,0,5,5,5,15.4,0,7.6,2.6,0.32,Graduate,170.32
1,12,1,17,0,1,1,13,27,10,9,0,0,0,1,0,0,26,0,0,5,10,4,12.0,0,0,5,9,4,11.25,0,12.7,3.7,-1.7,Enrolled,193.95
1,1,1,16,1,1,1,13,10,10,5,1,0,0,1,0,0,19,0,0,6,6,6,14.166666666666666,0,0,6,7,6,13.666666666666666,0,7.6,2.6,0.32,Graduate,156.35333333333332
1,8,2,3,0,1,1,22,24,1,1,1,0,0,1,0,0,19,0,0,6,8,5,12.2,0,0,6,7,6,12.0,0,7.6,2.6,0.32,Graduate,157.71999999999997
1,9,2,9,1,1,1,1,27,6,6,1,0,0,1,0,0,21,0,0,5,8,3,12.0,1,0,5,9,3,12.666666666666666,0,9.4,-0.8,-3.12,Enrolled,151.14666666666665
1,1,4,9,1,1,1,1,14,5,7,1,0,0,1,0,0,24,0,0,5,11,2,10.5,0,0,5,14,1,11.0,0,12.7,3.7,-1.7,Enrolled,145.2
1,8,1,16,1,1,1,22,27,10,11,0,0,0,1,0,0,20,0,0,6,8,3,12.333333333333334,0,0,6,11,2,10.5,0,12.7,3.7,-1.7,Dropout,193.53333333333333
1,1,4,16,1,1,1,13,1,6,10,1,0,0,1,0,0,18,0,0,6,7,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Enrolled,149.34000000000003
1,12,1,4,1,1,1,13,14,10,10,0,0,0,1,0,0,30,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout,136.72
1,1,1,16,1,1,1,13,27,10,10,1,0,1,0,0,0,22,0,0,7,10,6,11.5,0,0,7,8,6,13.166666666666666,0,11.1,0.6,2.02,Enrolled,188.38666666666666
1,4,1,9,1,3,1,22,14,10,9,0,0,0,1,0,0,21,0,4,9,9,9,10.88888888888889,0,3,10,18,10,11.615384615384617,0,10.8,1.4,1.74,Graduate,205.44427350427353
1,12,1,13,1,1,1,13,14,5,6,0,0,0,1,0,0,26,0,0,7,12,6,12.166666666666666,0,0,8,8,8,11.675,0,13.9,-0.3,0.79,Dropout,182.23166666666665
1,8,1,9,1,1,1,13,14,8,8,1,0,0,1,0,0,23,0,0,5,7,2,10.0,1,0,5,9,1,12.0,0,9.4,-0.8,-3.12,Enrolled,147.48
1,8,1,5,1,1,1,13,27,6,10,0,0,0,1,0,1,18,0,0,6,6,6,12.666666666666666,0,0,6,6,6,12.166666666666666,0,16.2,0.3,-0.92,Graduate,170.41333333333336
1,1,1,5,1,1,1,1,27,6,10,1,0,1,1,0,0,21,0,0,6,9,5,11.4,0,0,6,8,5,12.2,0,12.7,3.7,-1.7,Dropout,156.29999999999998
1,14,1,2,1,1,1,13,28,10,10,0,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Dropout,116.39000000000001
1,8,3,6,1,1,1,13,27,6,6,1,0,0,1,0,0,21,0,0,5,14,2,13.0,2,0,5,8,4,12.0,1,9.4,-0.8,-3.12,Enrolled,167.48
1,8,3,16,1,1,1,23,28,8,8,1,0,0,1,0,0,18,0,0,6,8,5,13.4,0,0,6,7,5,12.0,0,7.6,2.6,0.32,Enrolled,190.92
1,8,3,16,1,1,1,22,27,6,10,1,1,0,1,0,1,19,0,0,6,6,6,13.5,0,0,6,8,5,12.8,0,12.7,3.7,-1.7,Dropout,197.0
1,8,1,11,1,1,1,1,1,5,10,1,0,0,1,0,0,22,0,0,6,14,4,12.25,0,0,6,11,3,11.333333333333334,0,7.6,2.6,0.32,Enrolled,143.10333333333332
1,1,3,10,1,1,1,23,14,6,9,1,0,0,1,0,0,19,0,0,6,7,6,12.285714285714286,0,0,6,7,6,12.833333333333334,0,12.4,0.5,1.79,Graduate,168.80904761904762
1,1,5,6,1,1,1,23,27,10,9,1,0,0,0,0,0,19,0,0,5,12,0,0.0,4,0,5,8,0,0.0,1,9.4,-0.8,-3.12,Dropout,145.48
1,8,1,10,1,1,1,22,27,8,6,1,0,0,1,0,0,19,0,0,6,10,2,10.5,0,0,6,11,1,13.0,0,9.4,-0.8,-3.12,Dropout,171.98
2,15,1,6,1,14,1,22,27,30,43,0,0,0,1,0,0,27,0,0,5,12,3,14.0,2,0,5,8,5,12.0,1,9.4,-0.8,-3.12,Graduate,262.47999999999996
1,5,1,6,1,1,1,22,27,6,6,1,0,0,1,0,0,22,0,2,5,7,5,14.2,0,0,5,10,5,12.2,0,12.7,3.7,-1.7,Graduate,181.09999999999997
1,1,1,15,1,1,1,22,1,10,8,1,0,0,1,0,0,18,0,0,6,8,5,13.0,0,0,6,7,6,13.142857142857142,0,15.5,2.8,-4.06,Dropout,160.38285714285715
1,8,4,11,1,1,1,23,28,6,6,1,0,0,1,0,0,20,0,0,6,6,6,11.0,0,0,6,8,4,12.75,0,9.4,-0.8,-3.12,Graduate,177.23
2,14,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,34,0,3,8,9,3,11.0,0,2,7,7,2,10.0,0,9.4,-0.8,-3.12,Dropout,207.48
1,8,2,12,1,1,1,1,28,6,9,1,0,0,1,0,0,18,0,0,7,9,6,12.385714285714286,0,0,8,9,8,13.755555555555556,0,13.9,-0.3,0.79,Graduate,177.53126984126985
1,8,2,15,1,1,1,1,1,6,6,1,0,0,1,1,0,20,0,0,6,12,4,14.75,0,0,6,7,4,12.25,0,9.4,-0.8,-3.12,Graduate,137.48
1,1,1,8,1,1,14,1,14,6,6,1,0,0,1,0,0,20,1,0,5,6,5,16.166666666666668,0,0,5,6,5,15.833333333333334,0,12.7,3.7,-1.7,Graduate,155.7
1,12,1,17,0,1,1,1,28,5,10,0,0,0,1,1,0,25,0,0,5,7,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,Dropout,144.58
1,1,4,7,1,1,1,3,14,3,10,1,0,0,1,1,0,18,0,0,5,6,5,12.4,0,0,5,9,3,13.0,0,8.9,1.4,3.51,Dropout,139.21
1,1,1,8,1,1,1,1,1,10,10,0,0,0,0,1,0,18,0,0,6,8,5,11.6,0,0,6,11,4,13.0,0,8.9,1.4,3.51,Dropout,133.41
1,8,1,16,1,1,1,13,28,6,8,1,0,0,1,0,1,18,0,0,6,8,5,12.2,0,0,6,13,0,0.0,0,9.4,-0.8,-3.12,Dropout,160.67999999999998
1,8,1,11,1,1,1,1,14,6,5,0,0,0,1,0,1,19,0,0,6,7,5,11.0,0,0,6,7,5,12.8,0,12.4,0.5,1.79,Graduate,145.49
1,8,2,16,1,1,1,23,14,6,6,1,0,0,1,0,1,19,0,0,6,8,6,12.333333333333334,0,0,6,7,5,12.4,0,10.8,1.4,1.74,Dropout,177.67333333333337
1,15,1,10,1,1,1,1,1,6,6,0,0,0,1,0,1,21,0,3,6,6,6,14.833333333333334,0,2,6,7,6,12.571428571428571,0,13.9,-0.3,0.79,Graduate,150.79476190476188
1,13,1,5,1,1,1,3,2,3,3,0,0,0,1,0,0,29,0,9,10,15,9,11.555555555555555,0,7,11,17,10,11.9,0,9.4,-0.8,-3.12,Enrolled,180.93555555555554
1,1,1,5,1,1,1,1,27,10,10,1,0,0,1,0,1,20,0,0,6,6,6,12.0,0,0,6,6,6,11.833333333333334,0,12.4,0.5,1.79,Graduate,156.52333333333334
1,16,1,3,0,16,1,13,27,19,44,1,0,1,1,0,1,21,0,13,13,13,11,12.727272727272728,0,9,11,11,10,12.6,0,8.9,1.4,3.51,Graduate,296.1372727272727
1,14,1,17,0,1,14,22,27,10,9,0,0,0,1,0,0,34,1,2,2,2,2,10.5,0,1,1,1,1,11.0,0,10.8,1.4,1.74,Dropout,199.44000000000003
1,1,4,15,1,1,9,1,27,4,10,1,0,0,1,0,0,20,1,0,6,6,6,12.333333333333334,0,0,6,6,6,12.0,0,12.7,3.7,-1.7,Graduate,172.0333333333333
1,12,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,24,0,0,5,10,0,0.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,Dropout,181.94000000000003
1,1,1,12,1,1,1,1,1,5,4,0,0,0,1,1,0,18,0,0,7,7,7,14.842857142857143,0,0,8,9,8,14.38888888888889,0,16.2,0.3,-0.92,Graduate,139.81174603174605
1,1,1,12,1,1,1,1,14,5,5,0,0,0,1,1,0,19,0,0,7,7,7,12.2,0,0,7,7,7,12.2,0,7.6,2.6,0.32,Enrolled,140.92
1,1,1,9,1,1,1,1,14,8,8,0,0,0,1,1,1,18,0,0,5,10,4,10.8,0,0,5,10,4,11.75,0,15.5,2.8,-4.06,Enrolled,141.79000000000002
1,12,9,17,0,1,1,23,28,10,6,0,0,0,1,1,0,28,0,0,5,7,4,12.75,0,0,5,7,5,14.333333333333334,0,10.8,1.4,1.74,Enrolled,212.02333333333337
1,12,1,17,0,1,1,1,1,10,8,0,0,0,1,1,0,28,0,0,5,13,2,11.0,0,0,5,12,1,12.0,0,11.1,0.6,2.02,Dropout,157.72
1,8,1,11,1,1,1,23,28,1,6,0,0,0,1,1,0,20,0,0,6,9,4,10.75,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout,162.26999999999998
1,14,1,12,1,1,1,1,1,8,5,1,0,0,1,1,0,22,0,0,8,9,8,12.55375,1,0,8,9,8,12.55375,1,9.4,-0.8,-3.12,Graduate,153.5875
1,1,4,12,1,1,1,13,1,5,5,1,0,0,1,1,0,19,0,0,8,8,7,12.665714285714284,0,0,8,8,7,12.665714285714284,0,10.8,1.4,1.74,Graduate,152.2714285714286
1,1,1,14,1,1,1,1,14,8,6,1,0,0,1,1,0,20,0,0,6,10,6,12.714285714285714,0,0,6,8,4,13.0,0,12.4,0.5,1.79,Enrolled,152.40428571428572
1,12,2,13,1,1,1,3,1,3,5,0,0,0,1,1,0,26,0,0,7,7,2,11.75,0,0,5,10,0,0.0,0,12.4,0.5,1.79,Dropout,128.44
1,1,2,11,1,1,1,22,27,10,10,1,0,0,0,1,0,21,0,0,6,11,3,11.0,0,0,6,14,0,0.0,0,9.4,-0.8,-3.12,Dropout,166.48
1,7,2,2,1,1,1,3,3,3,3,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate,62.69
1,8,1,9,1,1,1,22,28,10,8,1,0,0,1,1,0,18,0,0,5,5,5,13.4,0,0,5,6,5,12.2,0,11.1,0.6,2.02,Graduate,181.32
1,1,2,2,1,1,1,13,14,5,8,1,0,0,1,1,0,22,0,14,17,21,17,12.578947368421051,0,15,17,20,17,12.117647058823527,0,11.1,0.6,2.02,Graduate,250.41659442724458
2,12,1,7,1,12,1,22,27,10,10,0,0,0,1,1,0,36,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,Dropout,168.58
1,1,1,15,1,1,1,23,28,10,10,1,0,0,1,1,1,20,0,0,6,8,6,12.0,0,0,6,8,6,11.5,0,13.9,-0.3,0.79,Graduate,193.89
1,8,5,14,1,1,1,3,4,3,3,0,0,0,1,1,0,20,0,0,6,6,3,12.333333333333334,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout,122.27333333333333
1,12,1,17,0,1,1,22,1,6,5,0,0,0,1,1,0,25,0,0,5,11,4,11.5,0,0,5,11,3,13.5,0,12.4,0.5,1.79,Dropout,172.69
1,12,1,4,1,1,1,22,14,7,5,0,0,0,1,1,0,35,0,1,6,7,5,12.8,0,1,6,11,5,13.833333333333334,0,15.5,2.8,-4.06,Graduate,188.87333333333336
1,1,1,2,1,1,1,1,27,8,8,0,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Dropout,89.71999999999998
1,14,1,5,1,1,1,3,29,4,8,0,0,0,1,1,0,26,0,5,7,8,7,13.285714285714286,0,3,8,11,7,12.142857142857142,0,12.4,0.5,1.79,Enrolled,192.1185714285714
1,15,1,4,1,14,1,23,28,10,6,0,0,1,0,1,0,20,0,0,6,16,4,11.8,0,0,6,15,2,12.0,0,16.2,0.3,-0.92,Dropout,214.38000000000002
1,14,1,3,0,9,1,22,1,10,11,0,0,0,1,1,0,50,0,6,13,13,6,11.333333333333334,0,2,11,11,2,13.5,0,16.2,0.3,-0.92,Dropout,229.41333333333336
1,1,1,12,1,1,1,13,28,10,9,0,0,0,1,1,0,20,0,0,8,12,5,12.002,1,0,8,12,5,12.002,1,10.8,1.4,1.74,Dropout,189.94400000000005
1,1,1,12,1,1,1,3,1,3,9,0,0,0,1,1,0,20,0,0,7,10,5,13.976666666666668,0,0,8,9,8,13.22222222222222,0,12.4,0.5,1.79,Enrolled,144.88888888888889
1,4,1,4,1,3,1,3,14,3,11,0,0,0,0,1,0,35,0,0,6,10,5,15.2,0,1,6,9,1,11.0,0,15.5,2.8,-4.06,Dropout,160.44
1,1,1,14,1,1,1,3,14,5,6,0,0,0,1,1,1,19,0,0,6,7,6,13.142857142857142,0,0,6,8,6,14.166666666666666,0,15.5,2.8,-4.06,Graduate,150.5495238095238
2,12,2,9,1,1,1,22,27,6,8,0,0,0,1,1,0,43,0,0,5,14,0,0.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,171.48
1,8,5,12,1,1,1,3,28,3,2,0,0,0,1,1,0,19,0,0,8,11,7,13.867142857142856,0,0,8,11,7,13.867142857142856,0,10.8,1.4,1.74,Graduate,179.67428571428573
1,12,1,12,1,1,1,22,27,10,10,0,0,0,1,1,0,25,0,0,8,11,6,12.675,0,0,8,11,6,12.675,0,12.7,3.7,-1.7,Graduate,215.05
1,7,1,2,1,1,1,1,3,6,11,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate,71.39000000000001
1,8,2,16,1,1,1,1,14,10,10,1,0,0,1,1,1,20,0,0,6,6,6,12.0,0,0,6,7,6,12.5,0,7.6,2.6,0.32,Enrolled,161.01999999999998
1,1,1,2,1,1,1,23,27,6,6,1,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout,109.7
1,1,1,11,1,1,1,22,27,4,4,0,0,0,1,1,1,19,0,0,6,7,6,11.0,0,0,6,6,5,12.2,0,11.1,0.6,2.02,Dropout,168.92
2,12,1,17,0,1,1,13,27,4,10,0,0,0,1,1,0,32,0,0,5,11,4,10.75,0,0,5,11,4,11.333333333333334,0,13.9,-0.3,0.79,Dropout,198.47333333333333
2,12,1,15,1,13,1,22,27,10,8,1,0,0,1,1,0,57,0,0,6,7,5,14.2,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate,241.84666666666664
1,1,1,12,1,1,1,1,14,4,6,0,0,0,0,1,0,20,0,0,7,11,4,12.6,0,0,7,7,4,11.575,0,16.2,0.3,-0.92,Dropout,143.755
1,12,1,17,0,1,1,1,1,6,6,1,0,0,0,1,0,38,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,120.81000000000002
2,12,1,17,0,1,1,22,3,10,4,0,0,0,1,1,0,45,0,0,5,6,5,14.0,0,0,5,6,5,14.166666666666666,0,12.4,0.5,1.79,Graduate,194.85666666666665
2,12,1,15,1,1,1,22,27,10,11,0,0,1,0,1,0,43,0,0,6,16,2,10.0,0,0,6,12,4,12.25,0,10.8,1.4,1.74,Dropout,230.19000000000003
1,8,4,5,1,1,1,23,1,10,10,1,0,0,1,1,0,19,0,0,6,6,6,13.833333333333334,0,0,6,8,6,13.125,0,10.8,1.4,1.74,Graduate,165.89833333333334
2,12,1,17,0,12,1,13,14,5,5,0,0,0,0,1,0,49,0,0,5,8,2,11.0,0,0,5,5,1,11.0,0,15.5,2.8,-4.06,Dropout,194.24
2,12,1,12,1,12,1,22,28,10,8,1,0,0,1,1,0,43,0,0,8,8,7,11.635714285714286,0,0,8,8,7,11.635714285714286,0,10.8,1.4,1.74,Enrolled,238.21142857142863
1,12,1,3,0,1,1,22,28,10,10,0,0,0,1,1,0,34,0,0,6,6,4,12.25,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout,176.97
1,8,5,7,1,1,1,13,14,6,6,1,0,1,1,1,0,18,0,0,5,9,4,12.5,0,0,5,11,5,11.285714285714286,0,12.4,0.5,1.79,Enrolled,162.47571428571428
2,12,1,17,0,1,1,23,28,2,5,0,0,0,1,1,0,43,0,0,5,5,5,13.8,0,0,5,6,5,13.666666666666666,0,10.8,1.4,1.74,Graduate,209.4066666666667
1,1,2,11,1,1,1,13,1,10,9,0,0,0,1,1,0,21,0,0,6,8,3,12.0,0,0,6,9,1,11.0,0,15.5,2.8,-4.06,Dropout,144.24
2,12,1,17,0,1,1,19,24,13,13,0,0,0,1,1,0,40,0,0,5,9,3,11.0,0,0,5,8,4,12.5,1,7.6,2.6,0.32,Enrolled,214.01999999999998
1,8,1,14,1,1,1,13,27,6,6,1,0,0,1,1,1,19,0,0,6,7,4,13.75,0,0,6,10,6,11.555555555555555,0,10.8,1.4,1.74,Graduate,180.24555555555557
1,1,1,11,1,1,1,22,27,2,2,0,0,0,1,1,0,27,0,0,6,6,6,10.666666666666666,0,0,6,8,4,11.25,0,10.8,1.4,1.74,Enrolled,170.8566666666667
2,13,1,13,1,1,1,22,27,10,7,0,0,0,1,1,0,43,0,0,7,7,0,0.0,0,0,8,13,2,13.15,0,16.2,0.3,-0.92,Dropout,208.73000000000002
1,14,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,31,0,1,5,6,5,13.833333333333334,0,0,5,7,5,15.4,0,9.4,-0.8,-3.12,Graduate,205.71333333333334
1,15,1,4,1,14,1,23,1,19,25,1,0,1,1,1,0,26,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Enrolled,173.81
1,12,1,17,0,1,1,22,28,28,16,0,0,0,1,1,0,34,0,0,5,5,5,15.8,0,0,5,5,5,16.8,0,8.9,1.4,3.51,Graduate,239.41000000000003
4,14,1,12,1,12,1,19,24,1,1,0,0,0,1,1,0,30,0,11,14,26,12,12.52608695652174,1,11,14,26,12,12.52608695652174,1,7.6,2.6,0.32,Graduate,285.5721739130435
2,12,1,12,1,12,1,23,28,8,9,0,0,0,1,1,0,36,0,0,7,9,6,12.783333333333331,0,0,8,11,0,0.0,0,16.2,0.3,-0.92,Dropout,216.36333333333334
1,4,1,17,0,3,1,22,27,7,8,0,0,1,0,1,0,46,0,0,5,5,0,0.0,0,0,5,5,1,10.0,0,11.1,0.6,2.02,Dropout,183.72
1,8,1,6,1,1,1,1,14,6,10,0,0,0,1,1,0,22,0,0,5,8,3,13.0,0,0,5,8,3,10.666666666666666,0,7.6,2.6,0.32,Graduate,140.18666666666664
1,4,1,4,1,3,1,1,14,6,10,0,0,0,1,1,0,27,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,120.58
1,1,2,7,1,1,1,1,28,20,43,1,0,0,1,1,0,20,0,0,5,7,5,10.8,0,0,5,9,3,12.0,0,8.9,1.4,3.51,Enrolled,199.61
1,16,1,9,1,1,1,13,28,10,9,0,0,0,1,1,0,20,0,0,5,7,5,11.0,0,0,5,7,3,10.0,0,8.9,1.4,3.51,Enrolled,178.81
1,13,1,7,1,1,1,13,14,12,12,0,0,1,0,1,0,31,0,0,4,4,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,141.7
1,1,1,7,1,1,1,22,14,10,10,1,0,1,1,1,0,20,0,0,5,7,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Enrolled,120.48
1,8,1,15,1,1,1,1,28,12,9,1,0,0,0,1,0,21,0,0,6,10,2,12.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,150.94000000000003
1,8,1,9,1,1,1,13,14,10,8,0,0,0,1,1,0,21,0,0,5,7,4,10.75,0,0,5,10,2,11.0,3,16.2,0.3,-0.92,Dropout,163.33
1,1,1,9,1,1,1,1,4,10,11,0,0,0,1,1,0,19,0,0,5,8,5,11.6,0,0,5,10,4,13.5,3,16.2,0.3,-0.92,Graduate,142.68
1,8,4,9,1,1,1,13,14,5,5,1,0,0,1,1,1,20,0,0,5,6,5,11.8,0,0,5,8,4,11.6,0,8.9,1.4,3.51,Graduate,156.21
1,1,1,4,1,1,1,23,1,10,5,0,0,0,1,1,0,18,0,0,6,7,6,16.0,0,0,6,6,6,15.166666666666666,0,12.4,0.5,1.79,Graduate,151.85666666666665
1,1,2,15,1,1,1,1,1,5,4,0,0,0,1,1,1,18,0,0,6,6,6,12.666666666666666,0,0,6,6,6,11.5,0,16.2,0.3,-0.92,Graduate,129.7466666666667
1,12,1,12,1,1,1,1,2,22,21,0,0,1,1,1,0,30,0,0,7,12,4,14.4,0,0,7,9,6,13.5,0,12.4,0.5,1.79,Enrolled,195.59
1,12,1,11,1,12,1,13,14,4,2,0,0,1,0,1,0,34,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout,146.24
1,8,1,14,1,1,1,13,14,29,36,0,0,1,0,1,0,21,0,0,6,11,4,12.25,0,0,6,9,4,13.4,0,11.1,0.6,2.02,Enrolled,221.37
1,15,1,5,1,14,1,22,1,10,8,0,0,0,1,1,0,20,0,2,7,9,5,12.6,0,5,9,10,8,12.75,1,16.2,0.3,-0.92,Dropout,197.93
1,1,1,12,1,1,1,22,27,10,10,0,0,0,1,1,0,18,0,0,8,8,7,13.4,0,0,8,8,7,13.4,0,12.7,3.7,-1.7,Graduate,194.5
1,1,1,2,1,1,1,1,1,5,4,1,0,1,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout,59.58
2,13,1,4,1,1,1,3,1,3,3,0,0,0,1,1,0,26,0,0,6,9,1,10.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,113.69000000000001
1,8,1,7,1,1,1,23,14,8,4,1,0,1,1,1,0,20,0,0,5,5,0,0.0,0,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout,123.48
1,15,1,4,1,14,1,1,28,2,10,0,0,0,1,1,0,25,0,0,6,16,3,11.25,0,0,6,14,4,11.2,0,15.5,2.8,-4.06,Dropout,190.69
1,8,1,14,1,1,1,1,1,5,5,0,0,0,1,1,0,19,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled,95.51999999999998
1,12,2,9,1,1,1,13,5,5,2,1,0,0,1,1,0,24,0,0,5,8,3,10.666666666666666,1,0,5,5,1,14.0,0,9.4,-0.8,-3.12,Dropout,137.14666666666668
1,1,1,8,1,1,1,3,3,3,3,0,0,0,1,1,0,20,0,0,5,7,4,11.75,0,0,5,5,5,13.4,0,7.6,2.6,0.32,Graduate,114.66999999999999
1,1,1,9,1,1,1,1,3,10,6,0,0,0,1,1,0,20,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,91.7
1,3,3,5,1,1,1,3,1,10,7,1,0,0,1,0,0,18,0,0,6,6,6,12.666666666666666,0,0,6,8,6,14.125,0,10.8,1.4,1.74,Graduate,134.73166666666668
4,12,1,13,1,1,1,13,3,10,3,0,0,0,1,0,0,25,0,0,7,14,7,11.95,0,0,8,15,7,12.042857142857144,0,12.7,3.7,-1.7,Enrolled,184.69285714285712
1,8,1,11,1,1,1,23,27,10,7,1,0,0,1,0,0,22,0,0,6,7,5,14.0,0,0,6,6,6,15.666666666666666,0,11.1,0.6,2.02,Graduate,194.38666666666666
1,14,1,3,0,1,1,22,27,1,7,0,0,0,0,0,0,41,0,0,6,6,0,0.0,6,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Dropout,160.48
1,1,2,9,1,1,1,22,28,8,10,0,0,1,1,0,1,19,0,0,5,11,2,11.5,0,0,5,10,0,0.0,0,12.7,3.7,-1.7,Dropout,165.2
1,14,1,8,1,1,1,3,3,4,5,1,0,0,1,0,0,21,0,0,6,10,6,12.0,0,0,6,12,5,12.8,0,13.9,-0.3,0.79,Graduate,149.19
1,12,1,6,1,1,1,1,1,6,6,1,0,1,1,0,0,30,0,0,6,7,6,16.428571428571427,0,0,6,7,6,16.666666666666668,0,13.9,-0.3,0.79,Dropout,155.4852380952381
1,1,5,12,1,1,1,23,28,10,10,1,0,0,1,0,1,21,0,0,7,9,5,13.336000000000002,0,0,8,9,7,13.207142857142856,0,11.1,0.6,2.02,Graduate,202.26314285714287
2,12,2,13,1,1,1,13,28,10,10,0,0,0,1,0,1,26,0,0,7,7,0,0.0,0,0,8,8,0,0.0,6,10.8,1.4,1.74,Enrolled,170.94000000000003
1,6,1,14,1,1,14,1,1,10,5,0,0,0,1,0,0,21,1,2,7,9,7,14.666666666666666,0,1,6,8,6,14.0,0,11.1,0.6,2.02,Graduate,166.38666666666668
1,1,1,12,1,1,1,1,1,4,5,1,0,0,1,0,0,18,0,0,8,8,7,14.115714285714288,0,0,8,8,7,14.115714285714288,0,10.8,1.4,1.74,Graduate,137.1714285714286
1,1,4,6,1,1,1,3,1,2,5,1,0,0,1,0,1,19,0,0,6,7,6,14.857142857142858,0,0,6,10,6,13.11111111111111,0,12.4,0.5,1.79,Graduate,131.65825396825397
1,1,2,6,1,1,1,1,28,10,9,1,0,0,1,0,1,18,0,0,6,7,6,13.833333333333334,0,0,6,10,6,13.714285714285714,0,8.9,1.4,3.51,Graduate,164.35761904761904
1,8,2,9,1,1,1,2,3,3,3,1,0,0,1,0,0,19,0,0,5,10,3,11.0,0,0,5,9,4,11.75,0,12.7,3.7,-1.7,Enrolled,128.45000000000002
1,14,1,6,1,1,1,3,3,3,6,0,0,0,1,0,0,21,0,0,6,11,4,11.75,0,0,6,12,3,13.666666666666666,0,13.9,-0.3,0.79,Enrolled,143.80666666666664
1,8,2,9,1,1,1,13,1,10,4,1,0,0,1,0,1,18,0,0,5,15,2,10.0,0,0,5,14,2,12.0,0,13.9,-0.3,0.79,Dropout,151.39
1,12,1,12,1,1,1,22,27,8,8,1,0,0,1,0,1,24,0,0,8,15,6,12.415,0,0,8,15,6,12.415,0,10.8,1.4,1.74,Graduate,217.77
